Artist and Title,daily,streams
Enrique Iglesias - SUBEME LA RADIO,189466,690273714
blink-182 - What's My Age Again?,429925,689828368
Dalex - Hola,237059,689787954
Russ - Losin Control,220975,689673040
Fall Out Boy - Thnks fr th Mmrs,364541,689671404
"Kendrick Lamar - Bitch, Don’t Kill My Vibe",335563,688935356
Arcángel - La Jumpa,341981,688129447
BLACKPINK - Pink Venom,577081,687979144
TINI - Miénteme,359770,687603327
Mac DeMarco - Chamber Of Reflection,478085,687096006
Don Toliver - After Party,404080,686870876
Neil Diamond - Sweet Caroline,347270,686842614
Queen - We Are The Champions,344994,686619905
Coldplay - Magic,133604,686588694
LMFAO - Party Rock Anthem,389284,686584896
Mora - LA INOCENTE,750438,686402457
Camila Cabello - My Oh My,236234,686334809
Sabrina Carpenter - Nonsense,1465157,686309748
Jimi Hendrix - All Along the Watchtower,240219,685988422
Mitski - Washing Machine Heart,719239,685827649
Kendrick Lamar - Swimming Pools (Drank),551581,685449828
Sech - Otro Trago,86676,685392907
Pinkfong - Baby Shark,458841,684418940
Myke Towers - Bandido,199606,684061136
Adele - Love In The Dark,605368,683991964
Imagine Dragons - Warriors,207026,683987461
BLACKPINK - DDU-DU DDU-DU,214562,683641971
The Weeknd - Popular,1906571,683601588
Natalie Imbruglia - Torn,432939,683513331
Manuel Turizo - Una Lady Como Tú,222152,683170320
Mora - Volando,228092,682801400
Jhayco - CÓMO SE SIENTE,317600,682730169
Chris Brown - Go Crazy,267199,682528593
Kansas - Dust in the Wind,363411,681837674
Frank Ocean - Nights,327103,681343216
John Mayer - New Light,225224,681228950
Alesso - Heroes (we could be),175823,681102316
Taylor Swift - ...Ready For It?,708849,680852034
Avicii - Lonely Together,163583,680751959
No Doubt - Don't Speak,377961,680743364
Michael Jackson - Smooth Criminal,408742,680300588
Katy Perry - Never Really Over,122106,680210174
Carlos Vives - La Bicicleta,214454,679681244
Taylor Swift - Wildest Dreams (Taylor's Version),761596,679647314
Jay Sean - Down,469880,679543931
U2 - I Still Haven't Found What I'm Looking For,344080,679469423
Nirvana - Heart-Shaped Box,417508,679084598
Selena Gomez - Hands To Myself,133061,678978596
Travis Scott - Antidote,154418,678075184
AJR - Weak,99914,677396826
Khalid - 8TEEN,194700,677130734
Kelly Clarkson - Since U Been Gone,713831,677038300
Phil Collins - In The Air Tonight,349818,676614813
Tom Petty - Free Fallin',312022,676592769
Mumford & Sons - I Will Wait,263101,676470589
Rise Against - Savior,341841,676349574
Bad Bunny - WHERE SHE GOES,532842,675426250
Corinne Bailey Rae - Put Your Records On,496175,674676823
Taylor Swift - Lavender Haze,516188,674480341
Ed Sheeran - Dive,167810,674112491
Bruce Springsteen - Dancing In the Dark,453593,674059805
Justin Bieber - Anyone,167098,673811308
Anuel AA - Sola (Remix),268405,673187593
mgk - Bad Things,136624,673049687
Charlie Puth - How Long,175062,672998822
Cheat Codes - No Promises,67912,672980051
Cheat Codes - Sex,48894,672611126
Justin Bieber - Friends,84976,672527986
Kesha - Die Young,363545,672045980
Sam Smith - Fire On Fire,345127,671604867
Joel Adams - Please Don't Go,82464,671582872
Harry Styles - Lights Up,103434,671566978
fun. - Some Nights,177502,671357532
5 Seconds of Summer - She Looks So Perfect,342548,671144292
Gunna - fukumean,1153194,670915450
Kodak Black - Roll in Peace,152512,670484911
Whitney Houston - I Will Always Love You,306050,670377197
Kelly Clarkson - Because of You,239493,670043734
Zac Brown Band - Chicken Fried,326783,669753215
Rascal Flatts - Life is a Highway,410696,669735600
Lady Gaga - Telephone,443028,669367196
Rihanna - Where Have You Been,366679,667942456
Black Eyed Peas - Pump It,505362,667205326
The Cure - Boys Don't Cry,627345,667011503
Juice WRLD - Legends,182994,667004471
Mac Miller - Self Care,292502,666787353
mgk - my ex's best friend,219058,666382177
Cage The Elephant - Ain't No Rest For The Wicked,412819,666349746
Luis Miguel - Ahora Te Puedes Marchar,448402,666306991
Playboi Carti - Sky,589324,666111537
Fleetwood Mac - Landslide,399154,665725775
BoyWithUke - Toxic,318134,665450792
Luke Combs - Hurricane,514663,665083176
Far East Movement - Like A G6,409099,664663925
Playboi Carti - Shoota,285064,664661362
José Feliciano - Feliz Navidad,23001,664559896
Meghan Trainor - Made You Look,870949,664448947
Lil Baby - Freestyle,576976,664219720
Lost Frequencies - Reality,391932,664110349
zzoilo - Mon Amour,408702,663987655
Marshmello - Here With Me,169301,663383573
Migos - Stir Fry,227795,663149331
AC/DC - T.N.T.,407841,663113628
Feid - Normal,802032,663009540
Fugees - Killing Me Softly With His Song,561156,662712254
Sia - The Greatest,92515,662691878
Bebe Rexha - I'm a Mess,171497,661611306
Calvin Harris - Giant,131571,660061137
Lil Dicky - Freaky Friday,117701,660006006
Bad Bunny - Ignorantes,136905,659849206
BTS - Permission to Dance,195184,659814066
Nio Garcia - La Jeepeta,163244,659812816
Lana Del Rey - Summertime Sadness (Lana Del Rey Vs. Cedric Gervais),242786,659706160
Fitz and The Tantrums - Out of My League,776296,659458941
Tiësto - Don't Be Shy,249632,659252300
Lana Del Rey - Young And Beautiful [Lana Del Rey vs. Cedric Gervais],282501,658851383
Rihanna - Disturbia,397687,658306645
Green Day - Good Riddance (Time of Your Life),384685,658070741
Kanye West - I Wonder,687180,656575649
"Sofía Reyes - 1, 2, 3",148022,656500122
Kanye West - Runaway,881580,656457799
The Vamps - All Night,96661,656249183
America - A Horse with No Name,363534,655830717
Troye Sivan - Strawberries & Cigarettes,353858,655697275
The Beatles - Let It Be,375088,655692895
Skillet - Monster,443443,655192046
Jeremih - oui,279163,654215204
Kendrick Lamar - Alright,460265,653442654
G-Eazy - No Limit,103285,652965319
Taylor Swift - We Are Never Ever Getting Back Together,219481,652746320
P!nk - Raise Your Glass,367068,652468206
Pink Sweat$ - At My Worst,241952,652089370
The Weeknd - One Of The Girls,3481205,651932707
Sia - Cheap Thrills,602708,651920406
5 Seconds of Summer - Teeth,383237,651812774
Soundgarden - Black Hole Sun,422801,651718256
Kenya Grace - Strangers,2168327,651492370
Marshmello - Be Kind,160303,651398168
Jason Derulo - Trumpets,147680,651231263
Chase Atlantic - Swim,722827,650882740
Rex Orange County - Best Friend,228306,650681632
Blue Swede - Hooked On A Feeling,301448,650593996
Morgan Wallen - Wasted On You,711841,650128374
Rauw Alejandro - Fantasias,192620,649818891
Daddy Yankee - Dura,126176,649427770
Little Mix - Secret Love Song,217741,649415659
Kanye West - All Of The Lights,369419,649167281
Lana Del Rey - West Coast,683526,649088960
Sam Smith - Lay Me Down,92815,648793092
Anitta - Downtown,379737,648330529
X Ambassadors - Unsteady,200950,647837120
Lil Uzi Vert - Money Longer,147232,646780339
Rich The Kid - Plug Walk,92620,646393304
Coldplay - Hymn for the Weekend,52796,646208850
Alan Walker - On My Way,243314,646091777
Stromae - Alors on danse,434622,645965122
Lil Pump - Gucci Gang,39713,645752545
Pitbull - Feel This Moment,483370,645587527
Dire Straits - Walk Of Life,563056,645220980
Chris Jedi - Ahora Dice,205001,645013845
Rae Sremmurd - Swang,204367,644461859
Dua Lipa - Love Again,228573,644460812
Clean Bandit - I Miss You,71963,643764252
FRENSHIP - Capsize,79786,643676207
Quevedo - Columbia,1201648,643300959
"$uicideboy$ - ...And to Those I Love, Thanks for Sticking Around",342268,642980164
Kiiara - Gold,103764,642546711
Los Enanitos Verdes - Lamento Boliviano,625941,642072198
Enrique Iglesias - DUELE EL CORAZON,153401,641832023
Dream Supplier - Clean Baby Sleep White Noise (Loopable),3075874,641803915
Flipp Dinero - Leave Me Alone,125158,641439287
Kelly Clarkson - Underneath the Tree,16474,641408529
Ozzy Osbourne - Crazy Train,429546,640963516
Labrinth - Still Don't Know My Name,282842,640912570
Lana Del Rey - Doin' Time,449615,640824272
DaBaby - Suge,81449,640734444
Beyoncé - Single Ladies (Put a Ring on It),292348,640648542
Metro Boomin - Superhero (Heroes & Villains) [with Future & Chris Brown],902932,640479593
Baby Keem - ORANGE SODA,498471,640098309
The Calling - Wherever You Will Go,339896,639910571
One Direction - 18,337201,639689957
Kodak Black - Tunnel Vision,154738,638647123
grandson - Blood // Water,226747,638517496
James Arthur - Naked,180010,638442933
Martin Garrix - Summer Days,132788,638359978
Travie McCoy - Billionaire,304986,637658836
Lana Del Rey - Born To Die,409785,637568815
Central Cee - Doja,518080,637515786
Bill Withers - Lovely Day,397816,637446615
Kendrick Lamar - LOYALTY. FEAT. RIHANNA.,347579,637259612
James TW - When You Love Someone,107739,637256569
Sebastian Yatra - Traicionera,157609,636472349
Selena Gomez - Same Old Love,167400,635940104
Waka Flocka Flame - No Hands,313209,635751227
Natanael Cano - AMG,435815,635680710
Extreme - More Than Words,264994,635599547
John Lennon - Imagine,267395,635494670
Hailee Steinfeld - Love Myself,112295,634971277
Junior H - El Azul,714352,634574201
Two Feet - Go Fuck Yourself,202234,634325089
Kelly Clarkson - Stronger (What Doesn't Kill You),304844,634095975
Linkin Park - One Step Closer,660427,634032552
Troye Sivan - YOUTH,129851,633440309
Bacilos - Caraluna,380786,633390482
Radiohead - No Surprises,637106,633319508
David Guetta - Flames,78664,633313730
A$AP Rocky - Everyday,308748,632227942
Peso Pluma - PRC,486303,632219267
Culture Club - Karma Chameleon,398438,632115078
Carlos Vives - Robarte un Beso,235953,632098314
Anuel AA - Hasta Que Dios Diga,350697,632097044
Los Legendarios - Fiel,118234,631926996
Adele - Water Under the Bridge,221602,631738927
NewJeans - OMG,509059,631687159
Train - Drive By,374117,631382044
Flo Rida - Good Feeling,410532,631236628
Soulja Boy - Kiss Me Thru The Phone,371818,631001786
Ne-Yo - Miss Independent,414865,630997582
Benson Boone - In The Stars,1295434,630734386
Lil Uzi Vert - Just Wanna Rock,533944,630592494
Mac Miller - The Spins,780786,630287617
Travis Scott - YOSEMITE,162395,630163320
Yot Club - YKWIM?,552948,629420739
R3HAB - All Around The World (La La La),364204,629316769
Bad Bunny - Amorfoda,185846,629267024
Cardi B - Up,183547,628984932
Tropical Florida - Good Feeling,394024,628821226
Disclosure - You & Me (Flume Remix),209326,628554075
3 Doors Down - Here Without You,269540,628330100
P!nk - Try,384443,628311239
The Cranberries - Linger,883516,627788672
Bruno Mars - Count on Me,285675,627456986
Taylor Swift - Getaway Car,659078,627177079
Beyoncé - Love On Top,229288,627138770
Little Mix - Black Magic,198018,627094311
T-Pain - Buy U a Drank (Shawty Snappin'),429907,626953348
Kendrick Lamar - PRIDE.,666225,626877912
Dave - Sprinter,865562,626819025
Kali Uchis - Moonlight,1002844,626625356
Audioslave - Like a Stone,350022,626443583
The xx - Intro,240313,625799545
TV Girl - Not Allowed,1066169,625482099
Kordhell - MURDER IN MY MIND,563014,625311343
Adele - Skyfall,906068,625091893
Rita Ora - Your Song,73834,624726823
Lil Tjay - F.N,0,624709072
Grupo Frontera - QUE VUELVAS,1168869,624707404
Ariana Grande - breathin,114561,624637746
Jason Derulo - Whatcha Say,288250,624513469
Stealers Wheel - Stuck In The Middle With You,477418,624077884
Zion & Lennox - Yo Voy,422791,623938585
Dean Martin - Let It Snow! Let It Snow! Let It Snow!,18512,623682277
Billie Eilish - watch,430105,623537508
Billie Eilish - all the good girls go to hell,161829,623006529
50 Cent - 21 Questions,428917,623004426
Bon Iver - Skinny Love,200636,622955133
Dua Lipa - Kiss and Make Up,156311,622895908
Drake - Headlines,322018,622884900
Nelly Furtado - Maneater,619738,622570517
Naughty Boy - La La La,247533,622543681
The Rolling Stones - Start Me Up,487266,622382404
Taylor Swift - You Belong With Me,273735,622365953
Kanye West - Homecoming,666001,622349926
The Chainsmokers - Takeaway,109623,622213667
Halsey - Bad At Love,187111,622167907
Cascada - Everytime We Touch,446455,622127689
Gera MX - Botella Tras Botella,364434,621758413
Kina - Can We Kiss Forever?,162948,621670159
Manu Chao - Me Gustas Tu,607945,621577707
Tame Impala - Borderline,622147,621359204
Lou Bega - Mambo No. 5 (a Little Bit of...),333500,621134340
Lynyrd Skynyrd - Free Bird,381352,621115063
Mac DeMarco - My Kind of Woman,530369,621067633
BLACKPINK - Shut Down,412466,621012527
Sam Fischer - This City,169936,620706080
Linkin Park - Faint,703487,620596105
Taylor Swift - Midnight Rain,561895,620399994
Frank Sinatra - Fly Me To The Moon (In Other Words),318003,620229592
Kansas - Carry on Wayward Son,372781,619611541
Britney Spears - Gimme More,571649,619521357
BTS - DNA,158360,619428073
Ellie Goulding - Close To Me,60156,618768563
Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),310805,618757910
Alicia Keys - Girl on Fire,482574,617332841
Miley Cyrus - Midnight Sky,277414,616451440
Drake - Best I Ever Had,326681,616191374
Miley Cyrus - The Climb,269050,615810592
Michael Bublé - Holly Jolly Christmas,9436,615734547
Wiz Khalifa - Black and Yellow,396808,615714530
Lana Del Rey - Brooklyn Baby,515844,615259934
Adele - All I Ask,254625,615163415
Khalid - OTW,101741,615081413
Katy Perry - Unconditionally,377896,615022656
Eagles - Take It Easy,405416,614974808
Yusuf / Cat Stevens - Wild World,331377,614929624
Olly Alexander (Years & Years) - King,279584,614713801
Anitta - Envolver,362373,614653234
Marc Seguí - Tiroteo,413543,614415232
Taylor Swift - Paper Rings,529493,614343463
Bring Me The Horizon - Can You Feel My Heart,272300,614184835
Natalia Lafourcade - Hasta la Raíz,405830,614147119
Bad Bunny - Sensualidad,142167,613874522
Lizzo - Good as Hell,134875,613597238
The Chainsmokers - This Feeling,113440,613516896
Post Malone - One Right Now,210218,613248142
Jax Jones - You Don't Know Me,136594,612990170
Lil Baby - Pure Cocaine,578306,612850414
Sebastian Yatra - Tacones Rojos,478043,612455559
The Beatles - Yesterday,412328,612452368
MGMT - Little Dark Age,367500,612260343
Depeche Mode - Enjoy the Silence,451933,611917763
Hailee Steinfeld - Most Girls,58706,611890020
blackbear - do re mi,103640,611754122
Boza - Hecha Pa' Mi,210509,611431465
The Weeknd - Is There Someone Else?,783104,611150379
Foo Fighters - Best of You,275247,611041007
Rae Sremmurd - Come Get Her,176774,610420897
R. Kelly - Ignition,132172,610241490
J. Cole - She Knows,215244,610115627
Peso Pluma - LADY GAGA,1031505,610076619
Dolly Parton - Jolene,572785,609821490
Sech - Relación,112702,609684117
Silk City - Electricity,98352,609134080
Rauw Alejandro - Tattoo,192361,608542279
Metro Boomin - 10 Freaky Girls,276817,608119738
OneRepublic - Rescue Me,191381,607640309
Thomas Rhett - Die A Happy Man,214302,607433648
Snakehips - All My Friends,104198,607413541
ROSALÍA - BESO,703023,607382141
Olivia Rodrigo - brutal,424511,607193839
Dua Lipa - Be the One,125052,606528045
Aventura - Ella Y Yo,555779,606326054
Juice WRLD - Wasted,237311,606106316
Maluma - HP,119875,605883009
Tove Lo - Stay High,142005,605452309
Oliver Tree - Miss You,375313,605442873
The Chainsmokers - Call You Mine,78687,605424807
Chase Atlantic - Friends,546164,604919298
Akon - Lonely,454678,604847697
Tove Lo - Habits (Stay High),140326,604721444
Dove Cameron - Boyfriend,477527,604077944
$uicideboy$ - Kill Yourself (Part III),299091,603799851
Gwen Stefani - Hollaback Girl,362279,603612017
Post Malone - Take What You Want,221857,603594217
Mötley Crüe - Kickstart My Heart,382017,603339151
ScHoolboy Q - Collard Greens,251431,603274169
The Kooks - Naive,367276,603250731
The Killers - When You Were Young,301122,603101500
Ricky Martin - Vente Pa' Ca,142252,602686551
Drake - Take Care,234837,602241260
OneRepublic - Secrets,296384,602157225
Eiffel 65 - Blue (Da Ba Dee),269910,601785332
Martin Garrix - There for You,55630,601590449
Alessia Cara - Here,152822,601477447
Mac Miller - Weekend,206557,601312711
Wheatus - Teenage Dirtbag,456474,600598425
P!nk - So What,354658,600184554
Gwen Stefani - The Sweet Escape,472851,599978763
Duke Dumont - Ocean Drive,293545,599741438
UB40 - Red Red Wine,380153,599538801
Queen - I Want To Break Free,291907,598928975
Kygo - Stay,51755,598414343
Kanye West - Black Skinhead,154666,598209189
Rauw Alejandro - LOKERA,696927,598155641
Muse - Uprising,249567,598073382
Colbie Caillat - Bubbly,296194,597997197
Dexys Midnight Runners - Come On Eileen,348015,597894724
DJ Khaled - No Brainer,50218,597811420
Ed Sheeran - Tenerife Sea,106627,597598713
Mike Posner - Cooler Than Me,476059,597421404
Lil Xan - Betrayed,75805,597275799
Tove Lo - Talking Body,162947,597273571
Johnny Cash - Hurt,206349,596976691
Kid Cudi - Pursuit Of Happiness,192870,596839058
The Script - Superheroes,174173,596661554
One Direction - Little Things,175423,596623802
Stevie Wonder - Superstition,199237,596558530
Shawn Mendes - I Know What You Did Last Summer,193842,596472610
J. Cole - Power Trip,495467,596255772
"Stevie Wonder - Signed, Sealed, Delivered (I'm Yours)",292144,596252387
Joji - Sanctuary,239944,596026619
Gente De Zona - La Gozadera,219556,596023129
JENNIE - SOLO,370858,595852516
Kanye West - Famous,170167,595844219
PARTYNEXTDOOR - Come and See Me,175233,595178346
The Chainsmokers - All We Know,97209,595120389
Summer Walker - Girls Need Love,428367,594951668
Daryl Hall & John Oates - Rich Girl,827013,594533431
Shawn Mendes - Monster (Shawn Mendes & Justin Bieber),131311,594512612
Paulo Londra - Nena Maldición,261440,594481074
The Script - The Man Who Can't Be Moved,429452,594479544
Meghan Trainor - NO,268730,594459780
Tom Walker - Leave a Light On,244371,593688651
David Guetta - Say My Name,159422,593472801
Beyoncé - Drunk in Love,169655,593371079
Marc Anthony - Vivir Mi Vida,308836,593179072
Migos - Slippery,73474,593129317
Zion & Lennox - La player (Bandolera),133196,592670093
Led Zeppelin - Whole Lotta Love,237451,592463754
Libianca - People,658796,592145045
21 Savage - Runnin,676025,591879377
Jet - Are You Gonna Be My Girl,302304,591853782
Flo Rida - Right Round,663414,591608660
J Balvin - Bonita,222559,591417052
THE ANXIETY - Meet Me At Our Spot,225553,591170102
Kanye West - All Falls Down,624690,590840038
Dan + Shay - Tequila,134356,590730465
Ritt Momney - Put Your Records On,139526,590315942
David Guetta - Bad,177676,589556314
Billie Eilish - No Time To Die,234032,589478493
Chino & Nacho - Andas En Mi Cabeza,233143,588897842
Morat - Cuando Nadie Ve,468878,588880074
Cher - Believe,355421,588660913
Lady Gaga - Born This Way,304285,588655741
Auli'i Cravalho - How Far I'll Go,302857,588441679
Maluma - Corazón,130241,588431539
James Hype - Ferrari,509645,587662971
Metro Boomin - Too Many Nights,1161116,587610905
Kygo - Remind Me to Forget,95390,587566944
Paul Simon - You Can Call Me Al,234801,587555564
The Cinematic Orchestra - To Build a Home,320183,587492847
Alejandro Fernández - Me Dediqué a Perderte,276984,587168002
"KAROL G - Ay, DiOs Mío!",148587,586492315
John Travolta - You're The One That I Want,423269,586421088
Chris Isaak - Wicked Game,535269,586369603
The Strokes - Last Nite,280202,586092442
Limp Bizkit - Break Stuff,761011,585855053
Beyoncé - Irreplaceable,215270,585665614
J Balvin - Rojo,294735,585414949
Childish Gambino - This Is America,89218,585126867
Jay Rock - King's Dead,116673,584846920
Daft Punk - One More Time,283010,584581627
Camilo - Tutu,125377,584456359
CKay - love nwantiti,148585,584415985
Aretha Franklin - Respect,301800,584268159
Doja Cat - Get Into It (Yuh),297529,584237940
Migos - MotorSport,95282,584055343
Nirvana - Lithium,318151,584038860
Maluma - Sobrio,248927,583672760
Burak Yeter - Tuesday,135442,583562085
Adele - Chasing Pavements,349097,582992869
The Rolling Stones - Gimme Shelter,291991,582909614
Europe - The Final Countdown,323086,582817501
Mariah Carey - We Belong Together,412660,582590553
Bryan Adams - Heaven,380098,582426044
Post Malone - Stay,135559,582417717
Phil Collins - You Can't Hurry Love,315410,582157591
Taylor Swift - Bad Blood,284082,581887864
Alan Walker - Darkside,190254,581752993
Rels B - A Mí,561468,581630602
Hombres G - Devuélveme a mi chica,512022,581504060
Bazzi - I.F.L.Y.,88765,581189597
Shawn Mendes - Wonder,202920,580744622
Harry Styles - Sweet Creature,161120,580444230
Drake - Marvins Room,214324,580420914
Kendrick Lamar - King Kunta,229802,579747858
Lorde - Ribs,311965,579690481
Lorde - Green Light,145322,579611301
2Pac - Hit 'Em Up,392045,579547240
Nelly Furtado - Say It Right,617058,579284434
Buffalo Springfield - For What It's Worth,416330,579212981
Aretha Franklin - I Say a Little Prayer,323460,579082494
INTERWORLD - METAMORPHOSIS,639439,578659852
Michael Jackson - Thriller,283021,578512953
B.o.B - Nothin' on You,342241,578482897
XXXTENTACION - Arms Around You,87202,578194592
Labrinth - Mount Everest,412089,577998232
Christian Nodal - Adiós Amor,237586,577926317
"Alan Walker - Alone, Pt. II",325042,577627612
The Smashing Pumpkins - 1979,322312,577565685
Roxette - It Must Have Been Love,390587,577498902
Taylor Swift - champagne problems,519938,577432876
Cutting Crew - (I Just) Died In Your Arms,489269,577180508
Doja Cat - Ain't Shit,374454,577058981
"Tyler, The Creator - NEW MAGIC WAND",550025,576973826
Majestic - Rasputin,366474,576954856
Bryan Adams - (Everything I Do) I Do It For You,303164,576689671
Cigarettes After Sex - K.,805043,576643379
Miguel - Sky Walker,275420,576380137
Bazzi - Paradise,112669,576352913
Travis Scott - CAN'T SAY,350372,576183788
Sam Feldt - Post Malone,79621,576183193
Pink Floyd - Comfortably Numb,248522,575995467
Charlie Puth - Light Switch,250257,575925117
Commodores - Easy,364441,575908507
Becky G - Cuando Te Besé,158005,575784680
Snoop Dogg - Drop It Like It's Hot,276232,575581343
Owl City - Good Time,287806,575214391
One Direction - You & I,268358,575186776
Rae Sremmurd - No Type,132824,575163515
Eminem - My Name Is,270995,574959717
6ix9ine - BEBE,110631,574777770
Piso 21 - Pa' Olvidarme De Ella,192632,574646225
League of Legends - Legends Never Die,297728,574538918
Chris Brown - Ayo,151377,574473676
Nicky Jam - El Amante,114530,574161454
Drake - Portland,110641,574058327
"Shakira - Whenever, Wherever",360478,573892535
Arcángel - Sigues Con El,112156,573837779
Morgan Wallen - Chasin' You,417744,573821480
Justin Bieber - Eenie Meenie,571373,573659850
The Temper Trap - Sweet Disposition,281410,573536340
Thirty Seconds To Mars - The Kill,457939,573319431
Florence + The Machine - You've Got The Love,352863,573276042
Øneheart - snowfall,965294,573262124
SZA - Broken Clocks,712713,573088533
21 Savage - ball w/o you,707690,573031419
NewJeans - Ditto,490086,572980011
JP Cooper - September Song,71485,572959585
iñigo quintero - Si No Estás,1541054,572739801
Carrie Underwood - Before He Cheats,502552,572652836
Justin Bieber - Company,258882,572612661
Ozuna - Una Locura,166940,572551838
Louis Tomlinson - Back to You,58919,572449640
The Who - Baba O'Riley,279663,572198623
BLACKPINK - As If It's Your Last,273502,572031745
Frank Sinatra - Let It Snow! Let It Snow! Let It Snow!,9056,571369441
Christmas Hits - Frank Sinatra,15014,571360522
Taylor Swift - Gorgeous,364333,571347510
Dayglow - Can I Call You Tonight?,295702,571322421
21 Savage - X,114038,571014182
J Balvin - No Es Justo,136201,570740942
Cardi B - Money,113065,570613623
Famous Dex - PICK IT UP,83918,570571651
Justin Timberlake - Rock Your Body,455797,570420277
Daryl Hall & John Oates - Maneater,896934,569077376
Daniel Powter - Bad Day,292053,568994075
Drake - Forever,246781,568638191
Beyoncé - If I Were a Boy,171722,568430068
Rick Springfield - Jessie's Girl,288776,568124238
John Lennon - Happy Xmas (War Is Over),24076,567697059
Slipknot - Psychosocial,302879,567645052
Zedd - Clarity,231637,567576231
2Pac - All Eyez On Me,329582,567311477
The Beatles - Hey Jude,209221,567197265
La Oreja de Van Gogh - Rosas,563178,567139109
Quevedo - PUNTO G,528986,566762793
Morgan Wallen - You Proof,797232,566635423
Bad Bunny - La Corriente,275019,566565445
Rauw Alejandro - Reloj,173654,566452590
The All-American Rejects - Gives You Hell,201323,566174282
YOASOBI - ?????,280049,566012949
Dolly Parton - 9 to 5,454341,565889376
SYML - Where's My Love,599106,565794180
BTS - Euphoria,191014,565784686
Daft Punk - Instant Crush,278451,565514458
King Princess - 1950,78624,565414787
Loren Allred - Never Enough,223554,564997163
NF - Lie,198519,564988727
Breaking Benjamin - The Diary of Jane,222744,564950814
Kygo - Born To Be Yours,139391,564761914
Pop Smoke - Hello,178556,564548600
ZZ Top - La Grange (2005 Remaster),294102,564080150
Band Aid - Do They Know It's Christmas?,10026,563439351
David Guetta - Where Them Girls At,360168,563378078
Zara Larsson - Ruin My Life,85244,563103765
Iggy Azalea - Black Widow,163485,562807711
Dean Lewis - Waves,238194,562755282
Green Day - 21 Guns,304988,562578431
Kehlani - Nights Like This,185938,562557041
BLACKPINK - Ice Cream,152022,562503369
Katy Perry - Chained To The Rhythm,124088,562157396
One Direction - History,144557,562041082
The Weeknd - Wicked Games,222140,562030901
The Pussycat Dolls - Don't Cha,295070,561821444
One Direction - Best Song Ever,261684,561738772
Childish Gambino - Me and Your Mama,389947,561714751
"ROSALÍA - Yo x Ti, Tu x Mi",144412,561637865
"John Denver - Take Me Home, Country Roads",238306,561622866
Nio Garcia - AM Remix,94881,561395983
Danny Ocean - Dembow,240028,561046722
The Rolling Stones - Sympathy For The Devil,245431,560485294
Rihanna - Rude Boy,387423,560145909
Nelly - Ride Wit Me,297448,559836497
The Paper Kites - Bloom,430715,559415760
Maroon 5 - Sunday Morning,310619,559413780
U2 - One,312933,559314524
Ski Mask The Slump God - Faucet Failure,168708,559197673
Sheppard - Geronimo,239503,559153511
YNW Melly - Suicidal,165908,558969482
Ava Max - So Am I,112112,558900907
Metro Boomin - Trance,1111755,558525938
Fergie - Big Girls Don't Cry (Personal),269403,558472306
Morat - Besos En Guerra,349399,558394735
The Cardigans - Lovefool,475279,558254277
Rema - Calm Down,334294,558085860
Vacations - Young,488366,558060470
NF - The Search,313977,557236023
Incubus - Drive,436105,557204775
System Of A Down - B.Y.O.B.,280074,557040261
Lil Skies - Lust,131734,557012723
Echosmith - Cool Kids,159986,556257677
Simon & Garfunkel - The Sound of Silence,259190,556112283
Beyoncé - 7/11,81564,556038564
AronChupa - I'm an Albatraoz,175285,555859161
Trippie Redd - Taking A Walk,170057,555572546
The Smiths - There Is a Light That Never Goes Out,556833,555263881
Avenged Sevenfold - Hail to the King,249868,555177080
Simon & Garfunkel - Mrs. Robinson,248540,555078940
Camilo - Vida de Rico,193388,554976243
Sebastian Yatra - Un Año,270765,554896155
Jeremy Zucker - you were good to me,134475,554828129
Ed Maverick - Fuentes de Ortiz,332265,554510620
Foo Fighters - Learn to Fly,293361,554178198
KAROL G - EL MAKINON,278267,553809429
"Daya - Sit Still, Look Pretty",165459,553794409
Shania Twain - Man! I Feel Like A Woman!,382100,552910393
Saweetie - Best Friend,193525,552878485
"Fall Out Boy - Dance, Dance",384643,552659101
Ozuna - Baila Baila Baila,144496,552455716
Oliver Tree - Life Goes On,169784,552405894
Russ - What They Want,226725,552360837
21 Savage - Glock In My Lap,624505,552255342
Diddy - I'll Be Missing You,308040,552016890
The Offspring - Self Esteem,314456,551929162
Demi Lovato - Confident,224088,551621274
Justin Timberlake - Cry Me a River,239867,551604297
Cosculluela - Madura,458116,551455724
Louis Armstrong - What A Wonderful World,317219,551268281
Kanye West - Violent Crimes,476496,551253259
Gorillaz - On Melancholy Hill,340416,551209400
Beyoncé - Run the World (Girls),152782,550959242
Marshmello - Alone,136736,550956978
Lady Gaga - Paparazzi,578777,550734830
Rex Orange County - Sunflower,169671,550618594
Starship - Nothing's Gonna Stop Us Now,419562,550518276
Kali Uchis - After The Storm,475659,550399325
Pop Smoke - The Woo,132488,550393239
Pearl Jam - Even Flow,456058,550309600
Frank Ocean - Novacane,555077,550130364
Grupo Frontera - NO SE VA,605858,549589844
Rauw Alejandro - El Efecto,355823,549223117
The Rare Occasions - Notion,524902,549100890
Manuel Turizo - La Nota,135706,549083595
Sasha Alex Sloan - Dancing With Your Ghost,316188,548975776
BTS - Blood Sweat & Tears,169069,548953662
Rupert Holmes - Escape (The Pina Colada Song),307282,548897937
J Balvin - Safari,140185,548827312
Metallica - One (Remastered),279439,548755830
Sia - Thunderclouds,119943,548726743
